timestamp,replicas,current_replicas,desired_replicas,hpa_targets,hpa_conditions,lag_prometheus,lag_external_api,pod_pending,pod_containercreating,pod_running,scaledobject_active
2026-06-10T12:57:43Z,0/0,0,0,n/a,"AbleToScale=True:SucceededGetScale;ScalingActive=False:ScalingDisabled;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,0,False
2026-06-10T12:57:49Z,0/0,0,0,n/a,"AbleToScale=True:SucceededGetScale;ScalingActive=False:ScalingDisabled;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,0,False
2026-06-10T12:57:54Z,0/0,0,0,n/a,"AbleToScale=True:SucceededGetScale;ScalingActive=False:ScalingDisabled;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,0,False
2026-06-10T12:58:00Z,1/1,0,0,n/a,"AbleToScale=True:SucceededGetScale;ScalingActive=False:ScalingDisabled;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,1,True
2026-06-10T12:58:05Z,1/1,0,0,n/a,"AbleToScale=True:SucceededGetScale;ScalingActive=False:ScalingDisabled;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",1000,,0,0,1,True
2026-06-10T12:58:11Z,3/3,1,3,30,"AbleToScale=True:SucceededRescale;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",1000,,0,0,3,True
2026-06-10T12:58:17Z,3/3,1,3,30,"AbleToScale=True:SucceededRescale;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",1000,,0,0,3,False
2026-06-10T12:58:22Z,3/3,3,3,0,"AbleToScale=True:ScaleDownStabilized;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,3,False
2026-06-10T12:58:28Z,3/3,3,3,0,"AbleToScale=True:ScaleDownStabilized;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,3,False
2026-06-10T12:58:33Z,3/3,3,3,0,"AbleToScale=True:ScaleDownStabilized;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,3,False
2026-06-10T12:58:38Z,3/3,3,3,0,"AbleToScale=True:ScaleDownStabilized;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,3,False
2026-06-10T12:58:44Z,3/3,3,3,0,"AbleToScale=True:ScaleDownStabilized;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,3,False
2026-06-10T12:58:50Z,3/3,3,3,0,"AbleToScale=True:ScaleDownStabilized;ScalingActive=True:ValidMetricFound;ScalingLimited=False:DesiredWithinRange;ScaledToZero=False:NotScaledToZero",0,,0,0,3,False
